sensor_value,timestamp_hour,rolling_mean_1h,z_score,is_anomaly,zone_id
1.5,3.08,51.82,-3.139,True,6
61.77,3.17,51.95,0.61,False,6
59.69,3.25,52.28,0.456,False,6
59.64,3.33,52.47,0.44,False,6
60.63,3.42,53.07,0.459,False,6
54.8,3.5,52.77,0.123,False,6
51.72,3.58,52.02,-0.019,False,6
55.09,3.67,52.03,0.189,False,6
61.62,3.75,52.47,0.558,False,6
54.47,3.83,52.45,0.123,False,6
50.52,3.92,52.04,-0.093,False,6
60.42,4.0,52.66,0.468,False,6
56.41,4.08,57.23,-0.211,False,6
53.63,4.17,56.55,-0.78,False,6
51.54,4.25,55.87,-1.121,False,6
61.69,4.33,56.04,1.382,False,6
57.79,4.42,55.81,0.51,False,6
57.22,4.5,56.01,0.313,False,6
48.93,4.58,55.78,-1.619,False,6
59.35,4.67,56.13,0.74,False,6
47.33,4.75,54.94,-1.638,False,6
1.96,4.83,50.56,-3.038,True,6
52.36,4.92,50.72,0.102,False,6
46.64,5.0,49.57,-0.186,False,6
53.18,5.08,49.3,0.248,False,6
53.94,5.17,49.33,0.295,False,6
57.03,5.25,49.78,0.459,False,6
54.85,5.33,49.21,0.365,False,6
46.7,5.42,48.29,-0.104,False,6
61.1,5.5,48.61,0.808,False,6
49.36,5.58,48.65,0.046,False,6
49.74,5.67,47.85,0.125,False,6
48.88,5.75,47.98,0.06,False,6
58.54,5.83,52.69,1.259,False,6
51.84,5.92,52.65,-0.175,False,6
267.84,6.0,71.08,3.168,True,6
53.83,6.08,71.14,-0.279,False,6
48.46,6.17,70.68,-0.357,False,6
42.64,6.25,69.48,-0.428,False,6
63.51,6.33,70.2,-0.107,False,6
55.27,6.42,70.92,-0.251,False,6
53.57,6.5,70.29,-0.268,False,6
56.36,6.58,70.87,-0.233,False,6
45.19,6.67,70.49,-0.405,False,6
49.74,6.75,70.57,-0.334,False,6
51.56,6.83,69.98,-0.295,False,6
52.66,6.92,70.05,-0.278,False,6
56.09,7.0,52.41,0.667,False,6
53.89,7.08,52.41,0.268,False,6
52.39,7.17,52.74,-0.066,False,6
57.99,7.25,54.02,0.88,False,6
46.94,7.33,52.64,-1.487,False,6
287.39,7.42,71.98,3.171,True,6
47.63,7.5,71.48,-0.35,False,6
58.45,7.58,71.66,-0.194,False,6
51.78,7.67,72.21,-0.301,False,6
54.78,7.75,72.63,-0.264,False,6
49.1,7.83,72.42,-0.344,False,6
57.48,7.92,72.83,-0.227,False,6
394.41,8.0,101.02,2.564,True,6
47.75,8.08,100.51,-0.46,False,6
50.63,8.17,100.36,-0.434,False,6
50.4,8.25,99.73,-0.429,False,6
55.27,8.33,100.42,-0.394,False,6
47.32,8.42,80.42,-0.334,False,6
51.03,8.5,80.7,-0.3,False,6
50.76,8.58,80.06,-0.296,False,6
56.26,8.67,80.43,-0.244,False,6
48.16,8.75,79.88,-0.32,False,6
48.58,8.83,79.84,-0.315,False,6
51.53,8.92,79.34,-0.28,False,6
41.51,9.0,49.93,-2.2,False,6
55.45,9.08,50.57,1.199,False,6
45.11,9.17,50.11,-1.148,False,6
40.06,9.25,49.25,-1.756,False,6
59.49,9.33,49.6,1.708,False,6
55.11,9.42,50.25,0.817,False,6
47.92,9.5,49.99,-0.348,False,6
50.96,9.58,50.01,0.158,False,6
39.13,9.67,48.58,-1.482,False,6
42.79,9.75,48.14,-0.81,False,6
43.99,9.83,47.75,-0.561,False,6
42.35,9.92,46.99,-0.686,False,6
49.94,10.0,47.69,0.342,False,6
40.98,10.08,46.49,-0.868,False,6
50.14,10.17,46.91,0.505,False,6
47.87,10.25,47.56,0.052,False,6
47.61,10.33,46.57,0.221,False,6
47.1,10.42,45.9,0.307,False,6
45.65,10.5,45.71,-0.016,False,6
50.0,10.58,45.63,1.165,False,6
38.91,10.67,45.61,-1.772,False,6
46.83,10.75,45.95,0.239,False,6
42.33,10.83,45.81,-0.915,False,6
46.19,10.92,46.13,0.016,False,6
47.46,11.0,45.92,0.443,False,6
47.42,11.08,46.46,0.309,False,6
49.26,11.17,46.39,0.949,False,6
45.98,11.25,46.23,-0.083,False,6
48.64,11.33,46.31,0.762,False,6
42.39,11.42,45.92,-1.09,False,6
44.99,11.5,45.87,-0.269,False,6
47.62,11.58,45.67,0.642,False,6
46.25,11.67,46.28,-0.014,False,6
51.06,11.75,46.63,1.722,False,6
34.77,11.83,46.0,-2.7,False,6
38.62,11.92,45.37,-1.445,False,6
36.78,12.0,44.48,-1.474,False,6
47.99,12.08,44.53,0.659,False,6
49.72,12.17,44.57,0.974,False,6
43.34,12.25,44.35,-0.192,False,6
48.0,12.33,44.3,0.707,False,6
41.88,12.42,44.25,-0.451,False,6
45.34,12.5,44.28,0.2,False,6
45.77,12.58,44.13,0.316,False,6
41.73,12.67,43.75,-0.39,False,6
43.21,12.75,43.1,0.025,False,6
44.17,12.83,43.88,0.076,False,6
43.84,12.92,44.31,-0.137,False,6
43.09,13.0,44.84,-0.68,False,6
44.58,13.08,44.56,0.012,False,6
49.74,13.17,44.56,2.181,False,6
51.13,13.25,45.21,1.976,False,6
40.21,13.33,44.56,-1.369,False,6
46.02,13.42,44.9,0.364,False,6
49.07,13.5,45.21,1.166,False,6
53.81,13.58,45.88,1.914,False,6
41.01,13.67,45.82,-1.143,False,6
45.12,13.75,45.98,-0.208,False,6
46.73,13.83,46.2,0.131,False,6
46.75,13.92,46.44,0.077,False,6
46.04,14.0,46.69,-0.165,False,6
45.14,14.08,46.73,-0.412,False,6
39.53,14.17,45.88,-1.491,False,6
43.88,14.25,45.28,-0.355,False,6
50.87,14.33,46.17,1.205,False,6
49.67,14.42,46.47,0.793,False,6
39.99,14.5,45.71,-1.318,False,6
142.12,14.58,53.07,3.151,True,6
40.21,14.67,53.01,-0.452,False,6
46.64,14.75,53.13,-0.23,False,6
48.55,14.83,53.28,-0.168,False,6
43.74,14.92,53.03,-0.328,False,6
46.99,15.0,53.11,-0.216,False,6
46.77,15.08,53.25,-0.229,False,6
42.62,15.17,53.5,-0.387,False,6
43.67,15.25,53.49,-0.349,False,6
47.96,15.33,53.25,-0.188,False,6
40.05,15.42,52.44,-0.436,False,6
47.94,15.5,53.11,-0.183,False,6
309.92,15.58,67.09,3.173,True,6
38.98,15.67,66.99,-0.366,False,6
41.7,15.75,66.57,-0.324,False,6
49.01,15.83,66.61,-0.229,False,6
1.69,15.92,63.11,-0.78,True,6
43.72,16.0,62.84,-0.242,False,6
42.38,16.08,62.47,-0.255,False,6
46.3,16.17,62.78,-0.209,False,6
45.44,16.25,62.92,-0.222,False,6
33.59,16.33,61.73,-0.355,False,6
46.45,16.42,62.26,-0.2,False,6
39.61,16.5,61.57,-0.277,False,6
36.36,16.58,38.77,-0.192,False,6
41.75,16.67,39.0,0.219,False,6
47.11,16.75,39.45,0.601,False,6
42.67,16.83,38.92,0.301,False,6
46.71,16.92,42.67,0.935,False,6
46.23,17.0,42.88,0.756,False,6
42.18,17.08,42.87,-0.155,False,6
52.55,17.17,43.39,1.769,False,6
37.48,17.25,42.72,-0.972,False,6
39.89,17.33,43.25,-0.716,False,6
41.45,17.42,42.83,-0.301,False,6
38.2,17.5,42.71,-0.96,False,6
43.8,17.58,43.33,0.109,False,6
42.06,17.67,43.36,-0.306,False,6
44.29,17.75,43.13,0.284,False,6
40.24,17.83,42.92,-0.641,False,6
44.56,17.92,42.74,0.448,False,6
45.55,18.0,42.69,0.715,False,6
47.78,18.08,43.15,1.088,False,6
45.04,18.17,42.53,0.795,False,6
44.1,18.25,43.08,0.37,False,6
22.6,7.0,22.6,0.0,False,7
29.66,7.08,26.13,0.707,False,7
28.71,7.17,26.99,0.449,False,7
23.19,7.25,26.04,-0.779,False,7
27.42,7.33,26.32,0.34,False,7
30.07,7.42,26.94,0.956,False,7
26.38,7.5,26.86,-0.161,False,7
24.13,7.58,26.52,-0.815,False,7
25.55,7.67,26.41,-0.312,False,7
23.36,7.75,26.11,-0.987,False,7
17.74,7.83,25.35,-2.084,False,7
30.13,7.92,25.75,1.171,False,7
20.62,8.0,25.58,-1.262,False,7
34.03,8.08,25.94,1.795,False,7
23.75,8.17,25.53,-0.4,False,7
23.75,8.25,25.58,-0.413,False,7
26.09,8.33,25.47,0.143,False,7
28.01,8.42,25.3,0.641,False,7
15.76,8.5,24.41,-1.72,False,7
28.45,8.58,24.77,0.713,False,7
13.19,8.67,23.74,-1.72,False,7
16.22,8.75,23.15,-1.064,False,7
15.02,8.83,22.92,-1.17,False,7
17.78,8.92,21.89,-0.632,False,7
19.13,9.0,21.77,-0.403,False,7
24.05,9.08,20.93,0.582,False,7
17.95,9.17,20.45,-0.468,False,7
17.98,9.25,19.97,-0.378,False,7
19.47,9.33,19.42,0.01,False,7
24.04,9.42,19.09,1.129,False,7
16.53,9.5,19.15,-0.605,False,7
21.51,9.58,18.57,0.879,False,7
21.72,9.67,19.28,0.82,False,7
13.9,9.75,19.09,-1.594,False,7
23.21,9.83,19.77,1.081,False,7
18.06,9.92,19.8,-0.549,False,7
13.0,10.0,19.28,-1.687,False,7
14.69,10.08,18.5,-1.053,False,7
16.25,10.17,18.36,-0.576,False,7
15.55,10.25,18.16,-0.694,False,7
14.62,10.33,17.76,-0.81,False,7
16.82,10.42,17.15,-0.099,False,7
20.49,10.5,17.48,0.871,False,7
19.39,10.58,17.31,0.634,False,7
20.86,10.67,17.24,1.14,False,7
16.25,10.75,17.43,-0.392,False,7
20.8,10.83,17.23,1.339,False,7
21.58,10.92,17.52,1.377,False,7
20.66,11.0,18.16,0.929,False,7
19.76,11.08,18.59,0.474,False,7
17.03,11.17,18.65,-0.669,False,7
77.86,11.25,23.84,3.148,True,7
20.32,11.33,24.32,-0.236,False,7
20.78,11.42,24.65,-0.23,False,7
25.86,11.5,25.09,0.045,False,7
1.19,11.58,23.58,-1.236,True,7
17.25,11.67,23.28,-0.331,False,7
18.08,11.75,23.43,-0.295,False,7
16.56,11.83,23.08,-0.357,False,7
17.63,11.92,22.75,-0.28,False,7
15.31,12.0,22.3,-0.38,False,7
11.51,12.08,21.61,-0.541,False,7
18.91,12.17,21.77,-0.153,False,7
23.25,12.25,17.22,0.964,False,7
14.78,12.33,16.76,-0.318,False,7
15.84,12.42,16.35,-0.084,False,7
20.35,12.5,15.89,0.814,False,7
18.7,12.58,17.35,0.457,False,7
13.9,12.67,17.07,-1.013,False,7
20.47,12.75,17.27,0.979,False,7
17.78,12.83,17.37,0.125,False,7
24.11,12.92,17.91,1.63,False,7
17.2,13.0,18.07,-0.233,False,7
25.01,13.08,19.19,1.617,False,7
1.38,13.17,17.73,-2.603,True,7
22.66,13.25,17.68,0.798,False,7
22.06,13.33,18.29,0.6,False,7
16.76,13.42,18.36,-0.257,False,7
18.26,13.5,18.19,0.012,False,7
18.61,13.58,18.18,0.069,False,7
22.48,13.67,18.9,0.579,False,7
15.16,13.75,18.45,-0.528,False,7
17.17,13.83,18.4,-0.197,False,7
16.79,13.92,17.79,-0.168,False,7
14.62,14.0,17.58,-0.488,False,7
12.61,14.08,16.55,-0.686,False,7
21.37,14.17,18.21,0.949,False,7
19.18,14.25,17.92,0.413,False,7
0.96,14.33,16.16,-2.753,True,7
22.15,14.42,16.61,0.957,False,7
16.78,14.5,16.49,0.05,False,7
98.89,14.58,23.18,3.087,True,7
136.81,14.67,32.71,2.543,True,7
18.53,14.75,32.99,-0.354,False,7
14.82,14.83,32.79,-0.439,False,7
106.86,14.92,40.3,1.457,True,7
23.43,15.0,41.03,-0.388,False,7
17.89,15.08,41.47,-0.524,False,7
20.68,15.17,41.41,-0.46,False,7
25.59,15.25,41.95,-0.365,False,7
21.27,15.33,43.64,-0.514,False,7
19.3,15.42,43.4,-0.553,False,7
18.15,15.5,43.52,-0.583,False,7
121.21,15.58,45.38,1.631,True,7
13.47,15.67,35.1,-0.582,False,7
21.23,15.75,35.32,-0.381,False,7
19.68,15.83,35.73,-0.436,False,7
13.95,15.92,27.99,-0.475,False,7
19.97,16.0,27.7,-0.261,False,7
18.11,16.08,27.72,-0.324,False,7
11.35,16.17,26.94,-0.521,False,7
15.41,16.25,26.09,-0.355,False,7
11.15,16.33,25.25,-0.464,False,7
18.5,16.42,25.18,-0.22,False,7
19.55,16.5,25.3,-0.189,False,7
22.25,16.58,17.05,1.355,False,7
17.52,16.67,17.39,0.035,False,7
11.81,16.75,16.6,-1.268,False,7
25.2,16.83,17.06,1.824,False,7
8.85,16.92,16.64,-1.559,False,7
13.3,17.0,16.08,-0.561,False,7
13.73,17.08,15.72,-0.401,False,7
18.23,17.17,16.29,0.404,False,7
22.38,17.25,16.87,1.08,False,7
24.16,17.33,17.96,1.202,False,7
11.21,17.42,17.35,-1.116,False,7
17.53,17.5,17.18,0.063,False,7
20.65,17.58,17.05,0.674,False,7
15.3,17.67,16.86,-0.291,False,7
19.95,17.75,17.54,0.465,False,7
1.94,17.83,15.6,-2.174,True,7
21.89,17.92,16.69,0.847,False,7
16.89,18.0,16.99,-0.017,False,7
18.06,18.08,17.35,0.119,False,7
14.37,18.17,17.03,-0.442,False,7
21.09,18.25,16.92,0.704,False,7
109.71,18.33,24.05,3.112,True,7
17.73,18.42,24.59,-0.251,False,7
13.97,18.5,24.3,-0.377,False,7
14.28,18.58,23.76,-0.344,False,7
7.8,18.67,23.14,-0.551,False,7
143.59,18.75,33.44,2.477,True,7
19.62,18.83,34.92,-0.351,False,7
45.62,18.92,36.89,0.201,True,7
19.52,19.0,37.11,-0.405,False,7
18.83,19.08,37.18,-0.423,False,7
24.63,19.17,38.03,-0.312,False,7
18.08,19.25,37.78,-0.457,False,7
17.38,19.33,30.09,-0.345,False,7
16.53,19.42,29.99,-0.365,False,7
18.63,19.5,30.38,-0.32,False,7
23.08,19.58,31.11,-0.22,False,7
16.49,19.67,31.83,-0.425,False,7
19.32,19.75,21.48,-0.271,False,7
21.53,19.83,21.64,-0.014,False,7
12.34,19.92,18.86,-2.013,False,7
15.2,20.0,18.5,-0.974,False,7
15.81,20.08,18.25,-0.702,False,7
0.89,20.17,16.27,-2.739,True,7
12.19,20.25,15.78,-0.63,False,7
22.57,20.33,16.21,1.055,False,7
15.41,20.42,16.12,-0.118,False,7
16.84,20.5,15.97,0.145,False,7
16.2,20.58,15.4,0.144,False,7
19.3,20.67,15.63,0.649,False,7
111.66,20.75,23.33,3.114,True,7
20.14,20.83,23.21,-0.108,False,7
22.95,20.92,24.1,-0.041,False,7
25.21,21.0,24.93,0.01,False,7
18.44,21.08,25.15,-0.24,False,7
16.38,21.17,26.44,-0.371,False,7
23.38,21.25,27.37,-0.149,False,7
21.63,21.33,27.29,-0.212,False,7
2.32,21.42,26.2,-0.867,True,7
21.97,21.5,26.63,-0.17,False,7
19.32,21.58,26.89,-0.277,False,7
23.54,21.67,27.24,-0.136,False,7
23.02,21.75,19.86,0.522,False,7
21.47,21.83,19.97,0.246,False,7
17.38,21.92,19.5,-0.351,False,7
18.22,22.0,18.92,-0.121,False,7
12.07,22.08,18.39,-1.035,False,7
19.57,22.17,18.66,0.15,False,7
27.42,22.25,18.99,1.304,False,7
20.82,22.33,18.93,0.293,False,7
23.59,22.42,20.7,0.748,False,7
27.38,22.5,21.15,1.445,False,7
19.15,22.58,21.14,-0.459,False,7
30.03,22.67,21.68,1.671,False,7
24.46,22.75,21.8,0.528,False,7
22.8,22.83,21.91,0.176,False,7
19.66,22.92,22.1,-0.496,False,7
31.3,23.0,23.19,1.501,False,7
26.18,23.08,24.36,0.437,False,7
23.61,23.17,24.7,-0.28,False,7
26.15,23.25,24.6,0.408,False,7
22.32,23.33,24.72,-0.648,False,7
29.01,23.42,25.17,0.987,False,7
27.87,23.5,25.21,0.679,False,7
28.29,23.58,25.97,0.664,False,7
31.33,23.67,26.08,1.438,False,7
24.47,23.75,26.08,-0.442,False,7
25.79,23.83,26.33,-0.156,False,7
25.32,23.92,26.8,-0.523,False,7
31.57,0.0,26.83,1.646,False,7
32.71,0.08,27.37,1.604,False,7
28.17,0.17,27.75,0.136,False,7
23.32,0.25,27.51,-1.254,False,7
23.38,0.33,27.6,-1.316,False,7
26.34,0.42,27.38,-0.325,False,7
27.87,0.5,27.38,0.155,False,7
25.59,0.58,27.15,-0.485,False,7
29.54,0.67,27.01,0.832,False,7
27.45,0.75,27.25,0.067,False,7
34.72,0.83,28.0,1.871,False,7
31.81,0.92,28.54,0.899,False,7
37.4,1.0,29.02,1.906,False,7
30.23,1.08,28.82,0.331,False,7
37.09,1.17,29.56,1.546,False,7
31.09,1.25,30.21,0.198,False,7
32.28,21.0,32.28,0.0,False,8
29.52,21.08,30.9,-0.707,False,8
31.71,21.17,31.17,0.371,False,8
29.9,21.25,30.85,-0.705,False,8
31.22,21.33,30.92,0.25,False,8
35.88,21.42,31.75,1.81,False,8
32.88,21.5,31.91,0.455,False,8
31.14,21.58,31.81,-0.339,False,8
28.63,21.67,31.46,-1.323,False,8
32.85,21.75,31.6,0.604,False,8
166.74,21.83,43.88,3.012,True,8
31.67,21.92,42.87,-0.287,False,8
37.72,22.0,43.32,-0.144,False,8
40.95,22.08,44.27,-0.086,False,8
40.65,22.17,45.02,-0.113,False,8
38.8,22.25,45.76,-0.182,False,8
51.47,22.33,47.45,0.106,False,8
41.04,22.42,47.88,-0.18,False,8
37.54,22.5,48.27,-0.284,False,8
43.3,22.58,49.28,-0.16,False,8
42.95,22.67,50.47,-0.203,False,8
39.23,22.75,51.0,-0.32,False,8
37.89,22.83,40.27,-0.509,False,8
36.08,22.92,40.63,-1.12,False,8
41.49,23.0,40.95,0.136,False,8
29.96,23.08,40.03,-1.984,False,8
31.22,23.17,39.25,-1.416,False,8
33.26,23.25,38.78,-0.932,False,8
37.44,23.33,37.62,-0.04,False,8
41.27,23.42,37.63,0.826,False,8
36.38,23.5,37.54,-0.262,False,8
37.89,23.58,37.09,0.2,False,8
50.32,23.67,37.7,2.358,False,8
40.56,23.75,37.81,0.509,False,8
51.97,23.83,38.99,1.917,False,8
39.16,23.92,39.24,-0.012,False,8
39.19,0.0,39.05,0.021,False,8
49.11,0.08,40.65,1.284,False,8
39.76,0.17,41.36,-0.271,False,8
39.96,0.25,41.92,-0.366,False,8
34.48,0.33,41.67,-1.274,False,8
43.37,0.42,41.85,0.269,False,8
42.44,0.5,42.35,0.016,False,8
40.64,0.58,42.58,-0.37,False,8
47.73,0.67,42.36,1.085,False,8
46.03,0.75,42.82,0.641,False,8
40.1,0.83,41.83,-0.418,False,8
45.13,0.92,42.33,0.675,False,8
43.85,1.0,42.72,0.281,False,8
47.07,1.08,42.55,1.195,False,8
51.32,1.17,43.51,1.763,False,8
41.09,1.25,43.6,-0.576,False,8
42.22,1.33,44.25,-0.608,False,8
44.99,1.42,44.38,0.18,False,8
42.53,1.5,44.39,-0.56,False,8
47.76,1.58,44.99,0.859,False,8
44.45,1.67,44.71,-0.085,False,8
43.01,1.75,44.46,-0.464,False,8
46.24,1.83,44.97,0.449,False,8
42.94,1.92,44.79,-0.64,False,8
48.74,2.0,45.2,1.149,False,8
42.68,2.08,44.83,-0.693,False,8
46.86,2.17,44.46,0.978,False,8
38.42,2.25,44.24,-2.026,False,8
48.53,2.33,44.76,1.239,False,8
51.58,2.42,45.31,1.728,False,8
34.37,2.5,44.63,-2.148,False,8
42.0,2.58,44.15,-0.456,False,8
45.09,2.67,44.21,0.187,False,8
45.99,2.75,44.45,0.324,False,8
47.96,2.83,44.6,0.697,False,8
43.12,2.92,44.61,-0.309,False,8
50.33,3.0,44.74,1.125,False,8
45.48,3.08,44.98,0.102,False,8
55.19,3.17,45.67,1.661,False,8
42.73,3.25,46.03,-0.616,False,8
49.39,3.33,46.1,0.608,False,8
42.1,3.42,45.31,-0.616,False,8
40.03,3.5,45.78,-1.333,False,8
42.21,3.58,45.8,-0.836,False,8
39.0,3.67,45.29,-1.33,False,8
45.83,3.75,45.28,0.115,False,8
45.27,3.83,45.06,0.046,False,8
43.73,3.92,45.11,-0.297,False,8
41.09,4.0,44.34,-0.729,False,8
36.61,4.08,43.6,-1.411,False,8
47.75,4.17,42.98,1.303,False,8
44.16,4.25,43.1,0.289,False,8
41.34,4.33,42.43,-0.348,False,8
43.61,4.42,42.55,0.337,False,8
44.69,4.5,42.94,0.566,False,8
47.2,4.58,43.36,1.162,False,8
43.39,4.67,43.72,-0.111,False,8
36.23,4.75,42.92,-1.852,False,8
35.61,4.83,42.12,-1.591,False,8
39.43,4.92,41.76,-0.565,False,8
42.95,5.0,41.92,0.251,False,8
45.33,5.08,42.64,0.696,False,8
38.82,5.17,41.9,-0.843,False,8
40.75,5.25,41.61,-0.24,False,8
36.18,5.33,41.18,-1.276,False,8
36.99,5.42,40.63,-0.907,False,8
46.26,5.5,40.76,1.316,False,8
46.26,5.58,40.68,1.374,False,8
44.49,5.67,40.78,0.9,False,8
37.26,5.75,40.86,-0.891,False,8
43.28,5.83,41.5,0.477,False,8
36.03,5.92,41.22,-1.29,False,8
34.72,6.0,40.53,-1.326,False,8
41.74,6.08,40.23,0.365,False,8
40.03,6.17,40.33,-0.073,False,8
38.51,6.25,40.15,-0.396,False,8
35.34,6.33,40.08,-1.12,False,8
40.53,6.42,40.37,0.038,False,8
37.16,6.5,39.61,-0.653,False,8
39.34,6.58,39.04,0.096,False,8
41.04,6.67,38.75,0.851,False,8
42.12,6.75,39.15,1.053,False,8
43.77,6.83,39.19,1.587,False,8
33.55,6.92,38.99,-1.699,False,8
39.17,7.0,39.36,-0.065,False,8
42.32,7.08,39.41,0.986,False,8
44.42,7.17,39.77,1.413,False,8
31.8,7.25,39.21,-1.845,False,8
37.66,7.33,39.41,-0.452,False,8
37.63,7.42,39.16,-0.395,False,8
36.77,7.5,39.13,-0.605,False,8
38.44,7.58,39.06,-0.159,False,8
37.59,7.67,38.77,-0.304,False,8
37.55,7.75,38.39,-0.225,False,8
34.49,7.83,37.62,-0.902,False,8
36.6,7.92,37.87,-0.392,False,8
30.26,8.0,37.13,-1.77,False,8
34.8,8.08,36.5,-0.477,False,8
33.68,8.17,35.61,-0.737,False,8
33.53,8.25,35.75,-0.914,False,8
39.17,8.33,35.88,1.282,False,8
39.97,8.42,36.07,1.396,False,8
27.34,8.5,35.28,-2.122,False,8
31.41,8.58,34.7,-0.877,False,8
33.14,8.67,34.33,-0.325,False,8
34.74,8.75,34.09,0.182,False,8
29.41,8.83,33.67,-1.13,False,8
39.4,8.92,33.9,1.36,False,8
34.6,9.0,34.27,0.087,False,8
34.7,9.08,34.26,0.114,False,8
34.55,9.17,34.33,0.057,False,8
36.46,9.25,34.57,0.482,False,8
30.92,9.33,33.89,-0.79,False,8
30.04,9.42,33.06,-0.897,False,8
30.34,9.5,33.31,-0.993,False,8
38.69,9.58,33.92,1.45,False,8
34.37,9.67,34.02,0.107,False,8
26.36,9.75,33.32,-1.765,False,8
28.76,9.83,33.27,-1.124,False,8
28.0,9.92,32.32,-1.148,False,8
28.93,10.0,31.84,-0.765,False,8
21.74,10.08,30.76,-1.935,False,8
39.69,10.17,31.19,1.621,False,8
35.36,10.25,31.1,0.826,False,8
3.02,10.33,28.78,-2.68,True,8
30.99,10.42,28.85,0.222,False,8
30.52,10.5,28.87,0.172,False,8
25.81,10.58,27.8,-0.217,False,8
35.03,10.67,27.85,0.781,False,8
38.55,10.75,28.87,1.002,False,8
27.13,10.83,28.73,-0.165,False,8
22.74,10.92,28.29,-0.565,False,8
30.95,11.0,28.46,0.252,False,8
31.12,11.08,29.24,0.195,False,8
24.29,11.17,27.96,-0.401,False,8
137.38,11.25,36.46,3.059,True,8
36.7,11.33,39.27,-0.082,False,8
27.77,11.42,39.0,-0.358,False,8
35.84,11.5,39.44,-0.115,False,8
260.95,11.58,59.04,2.855,True,8
22.77,11.67,58.02,-0.495,False,8
26.65,11.75,57.03,-0.424,False,8
26.85,11.83,57.0,-0.421,False,8
35.66,11.92,58.08,-0.315,False,8
36.07,12.0,58.51,-0.316,False,8
26.74,12.08,58.14,-0.442,False,8
33.01,12.17,58.87,-0.365,False,8
34.01,12.25,50.25,-0.244,False,8
35.37,12.33,50.14,-0.222,False,8
36.13,12.42,50.84,-0.222,False,8
24.64,12.5,49.9,-0.379,False,8
1.25,12.58,28.26,-2.747,True,8
37.26,12.67,29.47,0.78,False,8
27.4,12.75,29.53,-0.214,False,8
23.39,12.83,29.24,-0.579,False,8
32.96,12.92,29.02,0.395,False,8
35.97,13.0,29.01,0.698,False,8
30.83,13.08,29.35,0.149,False,8
25.54,13.17,28.73,-0.321,False,8
2.75,13.25,26.12,-1.907,True,8
32.3,13.33,25.87,0.533,False,8
30.09,13.42,25.37,0.403,False,8
32.3,13.5,26.0,0.529,False,8
31.06,13.58,28.49,0.285,False,8
19.96,13.67,27.05,-0.799,False,8
29.44,13.75,27.22,0.25,False,8
34.46,13.83,28.14,0.699,False,8
29.17,13.92,27.82,0.151,False,8
29.25,14.0,27.26,0.232,False,8
35.77,14.08,27.67,0.912,False,8
39.31,14.17,28.82,1.111,False,8
27.5,14.25,30.88,-0.709,False,8
29.44,14.33,30.64,-0.252,False,8
32.22,14.42,30.82,0.291,False,8
29.46,14.5,30.59,-0.236,False,8
30.14,14.58,30.51,-0.076,False,8
28.82,14.67,31.25,-0.69,False,8
35.65,14.75,31.76,1.056,False,8
37.39,14.83,32.01,1.358,False,8
31.04,14.92,32.16,-0.291,False,8
33.52,15.0,32.52,0.264,False,8
28.39,15.08,31.91,-0.924,False,8
25.83,15.17,30.78,-1.464,False,8
45.5,15.25,32.28,2.511,False,8
50.6,1.0,50.6,0.0,False,9
43.07,1.08,46.84,-0.707,False,9
52.62,1.17,48.76,0.766,False,9
49.67,1.25,48.99,0.164,False,9
46.16,1.33,48.42,-0.597,False,9
52.98,1.42,49.18,0.981,False,9
42.24,1.5,48.19,-1.352,False,9
40.83,1.58,47.27,-1.331,False,9
44.16,1.67,46.93,-0.597,False,9
43.39,1.75,46.57,-0.704,False,9
48.59,1.83,46.76,0.425,False,9
41.52,1.92,46.32,-1.093,False,9
44.28,2.0,45.79,-0.36,False,9
47.49,2.08,46.16,0.321,False,9
43.62,2.17,45.41,-0.49,False,9
49.43,2.25,45.39,1.112,False,9
45.96,2.33,45.37,0.161,False,9
49.35,2.42,45.07,1.409,False,9
46.53,2.5,45.43,0.375,False,9
47.17,2.58,45.96,0.472,False,9
41.62,2.67,45.75,-1.463,False,9
40.78,2.75,45.53,-1.528,False,9
45.45,2.83,45.27,0.061,False,9
49.38,2.92,45.92,1.186,False,9
53.4,3.0,46.68,1.884,False,9
176.75,3.08,57.45,3.161,True,9
44.05,3.17,57.49,-0.356,False,9
248.91,3.25,74.11,2.621,True,9
42.83,3.33,73.85,-0.464,False,9
43.09,3.42,73.33,-0.451,False,9
53.78,3.5,73.93,-0.302,False,9
47.88,3.58,73.99,-0.391,False,9
39.85,3.67,73.84,-0.508,False,9
45.69,3.75,74.25,-0.429,False,9
46.91,3.83,74.38,-0.412,False,9
46.42,3.92,74.13,-0.415,False,9
45.44,4.0,73.47,-0.418,False,9
4.45,4.08,59.11,-0.896,True,9
45.5,4.17,59.23,-0.225,False,9
41.67,4.25,41.96,-0.023,False,9
39.46,4.33,41.68,-0.179,False,9
45.9,4.42,41.91,0.322,False,9
50.36,4.5,41.63,0.719,False,9
49.92,4.58,41.8,0.663,False,9
43.69,4.67,42.12,0.129,False,9
41.05,4.75,41.73,-0.056,False,9
42.14,4.83,41.34,0.067,False,9
50.23,4.92,41.65,0.699,False,9
38.51,5.0,41.08,-0.209,False,9
43.61,5.08,44.34,-0.177,False,9
46.57,5.17,44.43,0.514,False,9
46.24,5.25,44.81,0.349,False,9
50.35,5.33,45.72,1.155,False,9
42.41,5.42,45.43,-0.73,False,9
39.49,5.5,44.52,-1.215,False,9
